titles,links
Detecting distortions of peripherally-presented letter stimuli under crowded conditions,http://biorxiv.org/content/early/2016/04/12/048272
A switching cost for motor planning,http://biorxiv.org/content/early/2016/04/12/047621
Real-time observation of DNA recognition and rejection by the RNA-guided endonuclease Cas9,http://biorxiv.org/content/early/2016/04/12/048371
Allele-Specific Quantification of Structural Variations in Cancer Genomes,http://biorxiv.org/content/early/2016/04/12/048207
GenRank: an R/Bioconductor package for prioritization of candidate genes,http://biorxiv.org/content/early/2016/04/12/048264
Extracting a low-dimensional description of multiple gene expression datasets reveals a potential driver for tumor-associated stroma in ovarian cancer,http://biorxiv.org/content/early/2016/04/12/048215
Subtle stratification confounds estimates of heritability from rare variants,http://biorxiv.org/content/early/2016/04/12/048181
Drosophila Mutants that Are Motile but Respond Poorly to All Stimuli Tested: Mutants that have a large defect in interaction with stimuli or in executive function,http://biorxiv.org/content/early/2016/04/12/045062
Characterization of a Male Reproductive Transcriptome for Peromyscus eremicus (Cactus mouse),http://biorxiv.org/content/early/2016/04/12/048348
Rapid hyperosmotic-induced Ca2+ responses in Arabidopsis thaliana exhibit sensory potentiation and establish involvement of plastidial KEA transporters,http://biorxiv.org/content/early/2016/04/12/048330
The role of isoforms in the evolution of cryptic coloration in Peromyscus mice,http://biorxiv.org/content/early/2016/04/12/041087
Fast haplotype matching in very large cohorts using the Li and Stephens model,http://biorxiv.org/content/early/2016/04/12/048280
Chromosome-wide simulations uncover folding pathway and 3D organization of interphase chromosomes,http://biorxiv.org/content/early/2016/04/12/048116
DNA from fecal immunochemical test can replace stool for microbiota-based colorectal cancer screening,http://biorxiv.org/content/early/2016/04/12/048389
A practical guide for improving transparency and reproducibility in neuroimaging research,http://biorxiv.org/content/early/2016/04/12/039354
Molecular genetic contributions to self-rated health,http://biorxiv.org/content/early/2016/04/12/029504
Genome-wide association studies suggest limited immune gene enrichment in schizophrenia compared to five autoimmune diseases,http://biorxiv.org/content/early/2016/04/12/030411
Implementation of an Open Source Software solution for Laboratory Information Management and automated RNAseq data analysis in a large-scale Cancer Genomics initiative using BASE with extension package Reggie.,http://biorxiv.org/content/early/2016/04/12/038976
Evolutionary assembly patterns of prokaryotic genomes,http://biorxiv.org/content/early/2016/04/11/027649
Reconstructing phylogenies of metastatic cancers,http://biorxiv.org/content/early/2016/04/11/048157
The contribution of alternative splicing probability to the coding expansion of the genome,http://biorxiv.org/content/early/2016/04/11/048124
A method for downstream analysis of gene set enrichment results facilitates the biological interpretation of vaccine efficacy studies,http://biorxiv.org/content/early/2016/04/11/043158
Unconscious integration of multisensory bodily inputs in the peripersonal space shapes bodily self-consciousness,http://biorxiv.org/content/early/2016/04/11/048108
Benchmarking of the Oxford Nanopore MinION sequencing for quantitative and qualitative assessment of cDNA populations,http://biorxiv.org/content/early/2016/04/11/048074
Functional enrichments of disease variants across thousands of independent loci in eight diseases,http://biorxiv.org/content/early/2016/04/11/048066
Revisiting the assessment of inter-individual differences in fMRI activations-behavior relationships.,http://biorxiv.org/content/early/2016/04/11/036772
Integrative pharmacogenomics to infer large-scale drug taxonomy,http://biorxiv.org/content/early/2016/04/11/046219
"The mutational landscape of EGFR-, MYC-, and Kras- driven genetically-engineered mouse models of lung adenocarcinoma",http://biorxiv.org/content/early/2016/04/11/048058
"In-silico analysis of Salmonella typhimurium and E.coli Methionyl tRNA synthetase at primary, secondary, tertiary level with protein disorder and functional association of differences",http://biorxiv.org/content/early/2016/04/10/048009
Phenotypic and genomic analysis of P elements in natural populations of Drosophila melanogaster,http://biorxiv.org/content/early/2016/04/10/047910
The thalamus is a gateway for stimulus-evoked activity in the habenula,http://biorxiv.org/content/early/2016/04/10/047936
All alloparents are not equally valuable: Primary breeders and group size explain group reproductive success in cooperatively breeding primates,http://biorxiv.org/content/early/2016/04/10/047969
"Phylogenetic incongruence and the origins of cardenolide-resistant forms of Na+,K+-ATPase in North American Danaus butterflies",http://biorxiv.org/content/early/2016/04/10/048033
GreA and GreB enhance Escherichia coli RNA polymerase transcription rate in a reconstituted transcription-translation system,http://biorxiv.org/content/early/2016/04/10/024604
A resurrection experiment finds evidence of both reduced genetic diversity and potential adaptive evolution in the agricultural weed Ipomoea purpurea,http://biorxiv.org/content/early/2016/04/09/024950
Novel protective associations with age-related macular degeneration: A common variant near CTRB1 and a rare variant in PELI3,http://biorxiv.org/content/early/2016/04/09/034173
Population-Scale Sequencing Data Enables Precise Estimates of Y-STR Mutation Rates,http://biorxiv.org/content/early/2016/04/09/036590
Formation of novel PRDM9 allele by indel events as possible trigger for tarsier-anthropoid split,http://biorxiv.org/content/early/2016/04/09/047803
Tree inference for single-cell data,http://biorxiv.org/content/early/2016/04/09/047795
Complex heterochrony underlies the evolution of hermaphrodite self-fertility and sex allocation in experimental C. elegans populations,http://biorxiv.org/content/early/2016/04/09/047811
"Multi-scale responses of scattering layers to environmental variability in Monterey Bay, California",http://biorxiv.org/content/early/2016/04/09/047902
Analysis of clinical Bordetella pertussis isolates using whole genome sequences reveals novel genomic regions associated with recent outbreaks in the United States of America,http://biorxiv.org/content/early/2016/04/09/047886
"Insights into telomerase action from high-throughput sequencing

of S. pombe telomeres",http://biorxiv.org/content/early/2016/04/09/047837
Nucleosome fragility is associated with future transcriptional response to developmental cues and stress in C. elegans,http://biorxiv.org/content/early/2016/04/09/047860
Prediction of glyphosate resistance level based on EPSPS gene copy number in Kochia scoparia,http://biorxiv.org/content/early/2016/04/09/047878
"SLICER: Inferring Branched, Nonlinear Cellular Trajectories from Single Cell RNA-seq Data",http://biorxiv.org/content/early/2016/04/09/047845
Discovery of a Natural Microsporidian Pathogen with a Broad Tissue Tropism in Caenorhabditis elegans,http://biorxiv.org/content/early/2016/04/08/047720
Approach-induced biases in human information sampling,http://biorxiv.org/content/early/2016/04/08/047787
Live Imaging of muscle histolysis in Drosophila metamorphosis,http://biorxiv.org/content/early/2016/04/08/047761
Immune DNA signature of T-cell infiltration in breast tumor exomes,http://biorxiv.org/content/early/2016/04/08/047753
Prevalent Presence of Periodic Actin-spectrin-based Membrane Skeleton in a Broad Range of Neuronal Cell Types and Animal Species,http://biorxiv.org/content/early/2016/04/08/045856
Assembly and Activation of Dynein-Dynactin by the Cargo Adaptor Protein Hook3,http://biorxiv.org/content/early/2016/04/08/047605
Crossover in the dynamics of cell wall growth controls bacterial division times,http://biorxiv.org/content/early/2016/04/07/047589
Fate of glair glands and oocytes in unmated crayfish: a comparison between gonochoristic slough crayfish and parthenogenetic marbled crayfish,http://biorxiv.org/content/early/2016/04/07/047654
Parallel evolution of metazoan mitochondrial proteins,http://biorxiv.org/content/early/2016/04/07/047274
Whole genome SNP typing to investigate methicillin-resistant Staphylococcus aureus carriage in a health-care provider as the source of multiple surgical site infections.,http://biorxiv.org/content/early/2016/04/07/047597
Bayesian Markov models consistently outperform PWMs at predicting motifs in nucleotide sequences,http://biorxiv.org/content/early/2016/04/07/047647
Enhanced functional divergence of duplicate genes several million years after gene duplication in the Arabidopsis lineage,http://biorxiv.org/content/early/2016/04/07/047639
"Physiological and biochemical changes associated with experimental dehydration in the desert adapted cactus mouse, Peromyscus eremicus",http://biorxiv.org/content/early/2016/04/07/047704
Evidence and role for bacterial mucin degradation in cystic fibrosis airway disease,http://biorxiv.org/content/early/2016/04/07/047670
Can the metacommunity data matrix predict changes in species incidence and abundance?,http://biorxiv.org/content/early/2016/04/07/047696
PALADIN:Protein Alignment for Functional Profiling Whole Metagenome Shotgun Data,http://biorxiv.org/content/early/2016/04/07/047712
A Transcriptional Lineage of the Early C. elegans Embryo,http://biorxiv.org/content/early/2016/04/07/047746
The role of oxygen in avascular tumor growth,http://biorxiv.org/content/early/2016/04/07/024562
Accurate measurement of the effects of all amino-acid mutations to influenza hemagglutinin,http://biorxiv.org/content/early/2016/04/07/047571
"Isolation and Genomic Characterization of Desulfuromonas soudanensis WTL, a Metal- and Electrode-Reducing Bacterium from Anoxic Deep Subsurface Brine",http://biorxiv.org/content/early/2016/04/06/047530
Genome-wide generalized additive models,http://biorxiv.org/content/early/2016/04/06/047464
Interpretability of Multivariate Brain Maps in Brain Decoding: Definition and Quantification,http://biorxiv.org/content/early/2016/04/06/047522
Genome-wide evidence for a hybrid origin of modern polar bears,http://biorxiv.org/content/early/2016/04/06/047498
Carriers of human mitochondrial DNA macrohaplogroup M colonized India from southeastern Asia,http://biorxiv.org/content/early/2016/04/06/047456
Expression of progerin does not result in an increased mutation rate.,http://biorxiv.org/content/early/2016/04/06/047506
Nanoscale mechanical stimulation method for quantifying C. elegans mechanosensory behavior and memory,http://biorxiv.org/content/early/2016/04/06/047431
Inferring local movement of pathogen vectors among hosts,http://biorxiv.org/content/early/2016/04/06/046540
Morphological diversity of blastula formation and gastrulation in temnopleurid sea urchins,http://biorxiv.org/content/early/2016/04/06/047472
CoSMoMVPA: multi-modal multivariate pattern analysis of neuroimaging data in Matlab / GNU Octave,http://biorxiv.org/content/early/2016/04/06/047118
Predictions shape confidence in right inferior frontal gyrus,http://biorxiv.org/content/early/2016/04/06/047126
Design of a Toolbox of RNA Thermometers,http://biorxiv.org/content/early/2016/04/06/017269
Streaming algorithms for identification of pathogens and antibiotic resistance potential from real-time MinION sequencing,http://biorxiv.org/content/early/2016/04/06/019356
The dynamic landscape of fission yeast meiosis alternative-splice isoforms,http://biorxiv.org/content/early/2016/04/06/045922
Discrimination between Onchocerca volvulus and O. ochengi filarial larvae in Simulium damnosum s.l. and their distribution throughout central Ghana using a versatile high-resolution speciation assay,http://biorxiv.org/content/early/2016/04/06/046987
Human CODIS STR Loci Profiling from HTS Data,http://biorxiv.org/content/early/2016/04/06/047225
The promise of disease gene discovery in South Asia,http://biorxiv.org/content/early/2016/04/06/047035
Language impairment resulting from a de novo deletion of 7q32.1-q33: a case report,http://biorxiv.org/content/early/2016/04/06/047241
KinLinks: Software Toolkit for Kinship Analysis and Pedigree Generation from HTS Datasets,http://biorxiv.org/content/early/2016/04/06/046938
FlashPCA: fast sparse canonical correlation analysis of genomic data,http://biorxiv.org/content/early/2016/04/06/047217
Selecting Reads for Haplotype Assembly,http://biorxiv.org/content/early/2016/04/06/046771
"Urbanization shapes the demographic history of a native rodent (the white-footed mouse, Peromyscus leucopus) in New York City",http://biorxiv.org/content/early/2016/04/05/032979
Araport11: a complete reannotation of the Arabidopsis thaliana reference genome,http://biorxiv.org/content/early/2016/04/05/047308
Order under uncertainty: robust differential expression analysis using probabilistic models for pseudotime inference,http://biorxiv.org/content/early/2016/04/05/047365
Timing appearance and integration of actin-organizing palladin protein in dynamic myofibril assembly,http://biorxiv.org/content/early/2016/04/05/047183
Nucleosome dynamics and maintenance of epigenetic states of CpG islands,http://biorxiv.org/content/early/2016/04/05/047332
Growth-Environment Dependent Modulation of Staphylococcus aureus Branched-Chain to Straight-Chain Fatty Acid Ratio and Incorporation of Unsaturated Fatty Acids,http://biorxiv.org/content/early/2016/04/05/047324
Characterization of sterol synthesis in bacteria,http://biorxiv.org/content/early/2016/04/05/047233
Genetic contributions to self-reported tiredness,http://biorxiv.org/content/early/2016/04/05/047290
AptaTRACE: Elucidating Sequence-Structure Binding Motifs by Uncovering Selection Trends in HT-SELEX Experiments,http://biorxiv.org/content/early/2016/04/05/047357
"A reference panel of 64,976 haplotypes for genotype imputation",http://biorxiv.org/content/early/2016/04/05/035170
ATRX binds to atypical chromatin domains at the 3′ exons of ZNF genes to preserve H3K9me3 enrichment,http://biorxiv.org/content/early/2016/04/05/027789
SEX-DETector: a probabilistic approach to uncover sex chromosomes in non-model organisms,http://biorxiv.org/content/early/2016/04/05/023358
Mixed Model Association with Family-Biased Case-Control Ascertainment,http://biorxiv.org/content/early/2016/04/05/046995
qpMerge: Merging different peptide isoforms using a motif centric strategy,http://biorxiv.org/content/early/2016/04/05/047100
Functional metagenomics reveals novel β-galactosidases not predictable from gene sequences,http://biorxiv.org/content/early/2016/04/05/047167
The healthy ageing gene expression signature for Alzheimer's disease diagnosis: a random sampling perspective,http://biorxiv.org/content/early/2016/04/05/047050
Potential for Zika virus to establish a sylvatic transmission cycle in the Americas,http://biorxiv.org/content/early/2016/04/05/047175
Wide genome involvement in response to long-term selection for antibody response in an experimental population of White Leghorn chickens,http://biorxiv.org/content/early/2016/04/05/046953
SATORI: A System for Ontology-Guided Visual Exploration of Biomedical Data Repositories,http://biorxiv.org/content/early/2016/04/05/046755
COGNITIVE DOMAINS FUNCTION COMPLEMENTATION BY NTNG GENE PARALOGS,http://biorxiv.org/content/early/2016/04/04/034645
Synthetic miR-16-5p does not act as a reverse transcriptase co-factor to enhance detection of small RNA,http://biorxiv.org/content/early/2016/04/04/047001
Population imaging at subcellular resolution supports specific and local inhibition by granule cells in the olfactory bulb,http://biorxiv.org/content/early/2016/04/04/046144
Wolbachia confers sex-specific resistance and tolerance to enteric but not systemic bacterial infection in Drosophila,http://biorxiv.org/content/early/2016/04/04/045757
COGNITIVE ENDOPHENOTYPES OF MODERN AND EXTINCT HOMININS ASSOCIATED WITH NTNG GENE PARALOGS,http://biorxiv.org/content/early/2016/04/04/034413
Towards standard practices for sharing computer code and programs in neuroscience,http://biorxiv.org/content/early/2016/04/04/045104
Genome-wide analysis of microRNA signature in lung adenocarcinoma with EGFR exon 19 deletion,http://biorxiv.org/content/early/2016/04/04/032367
Are Genetic Interactions Influencing Gene Expression Evidence for Biological Epistasis or Statistical Artifacts?,http://biorxiv.org/content/early/2016/04/04/020479
Detecting DNA Methylation using the Oxford Nanopore Technologies MinION sequencer,http://biorxiv.org/content/early/2016/04/04/047142
Cytosine Variant Calling with High-throughput Nanopore Sequencing,http://biorxiv.org/content/early/2016/04/04/047134
Livestock market data for modeling disease spread among US cattle,http://biorxiv.org/content/early/2016/04/04/021980
moGSA: integrative single sample gene-set analysis of multiple omics data,http://biorxiv.org/content/early/2016/04/03/046904
Statistical Analysis of Zika Virus Correlation to Microcephaly,http://biorxiv.org/content/early/2016/04/03/046896
A Genealogical Look at Shared Ancestry on the X Chromosome,http://biorxiv.org/content/early/2016/04/03/046912
Quantifying lymphocyte receptor diversity,http://biorxiv.org/content/early/2016/04/03/046870
Gender identification in Chicken (Gallus gallus) by PCR using whole blood and dried blood spot on filter paper as template: without prior DNA isolation,http://biorxiv.org/content/early/2016/04/03/046888
Privacy-Preserving Read Mapping Using Locality Sensitive Hashing and Secure Kmer Voting,http://biorxiv.org/content/early/2016/04/03/046920
Meiotic interactors of a mitotic gene TAO3 revealed by functional analysis of its rare variant,http://biorxiv.org/content/early/2016/04/03/033167
A new computational model captures fundamental architectural features of diverse biological networks,http://biorxiv.org/content/early/2016/04/02/046813
Spontaneous Blink Rate Correlates With Financial Risk Taking,http://biorxiv.org/content/early/2016/04/02/046821
The evolution of mutual mate choice under direct benefits,http://biorxiv.org/content/early/2016/04/02/046714
Peculiar hybrid genomes of devastating plant pests promote plasticity in the absence of sex and meiosis,http://biorxiv.org/content/early/2016/04/02/046805
Probabilistic estimation of short sequence expression using RNA-Seq data and the positional bootstrap,http://biorxiv.org/content/early/2016/04/02/046474
Allosteric inhibition of Aurora-A kinase by a synthetic VNAR nanobody,http://biorxiv.org/content/early/2016/04/02/046730
AVOCADO: Visualization of Workflow-Derived Data Provenance for Reproducible Biomedical Research,http://biorxiv.org/content/early/2016/04/01/044164
CHiCAGO: Robust Detection of DNA Looping Interactions in Capture Hi-C data,http://biorxiv.org/content/early/2016/04/01/028068
msVolcano: a flexible web application for visualizing quantitative proteomics data.,http://biorxiv.org/content/early/2016/04/01/038356
Inferring heterozygosity from ancient and low coverage genomes,http://biorxiv.org/content/early/2016/04/01/046748
Choice-induced biases in perception,http://biorxiv.org/content/early/2016/04/01/043224
MicroRNA miR-29 controls a compensatory response to limit neuronal iron accumulation during adult life and aging,http://biorxiv.org/content/early/2016/03/31/046516
Modeling cumulative biological phenomena with Suppes-Bayes causal networks,http://biorxiv.org/content/early/2016/03/31/041343
Simultaneous fMRI and eye gaze recordings during prolonged natural stimulation -- a studyforrest extension,http://biorxiv.org/content/early/2016/03/31/046581
An extension of the studyforrest dataset for vision research,http://biorxiv.org/content/early/2016/03/31/046573
Automated population identification and sorting algorithms for high-dimensional single-cell data,http://biorxiv.org/content/early/2016/03/31/046664
"Epigenetic regulation of miR-218 and its host gene, SLIT2 in breast cancer",http://biorxiv.org/content/early/2016/03/31/046482
Control of Transposon-mediated Activation of the glpFK Operon of Escherichia coli by two DNA binding Proteins,http://biorxiv.org/content/early/2016/03/31/046649
A new dispersal-informed null model for community ecology shows strong performance,http://biorxiv.org/content/early/2016/03/31/046524
LOOKING FOR ENERGY IN POPULATION DATA : HOW TO DETECT SELF-ORGANIZATION IN HUMAN COMMUNITY DISTRIBUTION,http://biorxiv.org/content/early/2016/03/31/046557
Evaluating performance of metagenomic characterization algorithms using in silico datasets generated with FASTQSim,http://biorxiv.org/content/early/2016/03/31/046532
OncoPhase: Quantification of somatic mutation cellular prevalence using phase information,http://biorxiv.org/content/early/2016/03/31/046631
Predicting plant biomass accumulation from image-derived parameters,http://biorxiv.org/content/early/2016/03/31/046656
In Silico method for identification of MHC class I-like molecules in whole genomes,http://biorxiv.org/content/early/2016/03/31/046607
Sensitive detection of rare disease-associated cell subsets via representation learning.,http://biorxiv.org/content/early/2016/03/31/046508
Functional partitioning of local and distal gene expression regulation in multiple human tissues,http://biorxiv.org/content/early/2016/03/31/046383
"Structural specialities, curiosities and record-breaking features of crustacean reproduction",http://biorxiv.org/content/early/2016/03/31/034223
Accelerating Wright-Fisher Forward Simulations on the Graphics Processing Unit,http://biorxiv.org/content/early/2016/03/31/042622
Rapid Construction of a Whole-genome Transposon Insertion Collection for Shewanella oneidensis by Knockout Sudoku,http://biorxiv.org/content/early/2016/03/31/044768
Gene cloning and construction of prokaryotic and plant expression vectors of RICIN-A-Chain/PAP-S1 fusion protein and its inhibition of protein synthesis,http://biorxiv.org/content/early/2016/03/31/046060
Transmission dynamics of Zika virus in island populations: a modelling analysis of the 2013-14 French Polynesia outbreak,http://biorxiv.org/content/early/2016/03/31/038588
Expansion of the CRISPR toolbox in an animal with tRNA-flanked Cas9 and Cpf1 gRNAs,http://biorxiv.org/content/early/2016/03/31/046417.1
Multiplex shRNA Screening of Germ Cell Development by in vivo Transfection of Mouse Testis,http://biorxiv.org/content/early/2016/03/31/046391
Evolutionary determinants of morphological polymorphism in colonial animals,http://biorxiv.org/content/early/2016/03/31/046409
FOCUS2: agile and sensitive classification of metagenomics data using a reduced database,http://biorxiv.org/content/early/2016/03/31/046425
Nanoscopic compartmentalization of membrane protein motion at the axon initial segment,http://biorxiv.org/content/early/2016/03/31/046375
Novel Genetic Risk factors for Asthma in African American Children: Precision Medicine and The SAGE II Study.,http://biorxiv.org/content/early/2016/03/30/043018
"Local population structure and patterns of Western Hemisphere dispersal for Coccidioides spp., the fungal cause of Valley Fever",http://biorxiv.org/content/early/2016/03/30/024778
Believer-Skeptic meets Actor-Critic: Rethinking the role basal ganglia pathways in decision-making and reinforcement learning,http://biorxiv.org/content/early/2016/03/30/037085
Structural and kinetic analysis of the COP9-Signalosome activation and the cullin-RING ubiquitin ligase deneddylation cycle,http://biorxiv.org/content/early/2016/03/30/046367
Metacognitive ability predicts hippocampal and prefrontal microstructure,http://biorxiv.org/content/early/2016/03/30/046359
Zika virus outbreak in the Americas: Is Aedes albopictus an overlooked culprit?,http://biorxiv.org/content/early/2016/03/30/044594
"Classification of Wolbachia (Alphaproteobacteria, Rickettsiales): No evidence for a distinct supergroup in cave spiders",http://biorxiv.org/content/early/2016/03/30/046169
Bone marrow mesenchymal stem cells from osteoporotic patients do not show altered mitochondrial energetics or ultrastructure,http://biorxiv.org/content/early/2016/03/30/046300
Relative Citation Ratio (RCR): A new metric that uses citation rates to measure influence at the article level,http://biorxiv.org/content/early/2016/03/30/029629
Locally Epistatic Models for Genome-wide Prediction and Association by Importance Sampling,http://biorxiv.org/content/early/2016/03/30/046177
Population heterogeneity in mutation rate increases mean fitness and the frequency of higher order mutants,http://biorxiv.org/content/early/2016/03/30/045377
Data-driven hypothesis weighting increases detection power in multiple testing,http://biorxiv.org/content/early/2016/03/30/034330
Multivariate Pattern Connectivity,http://biorxiv.org/content/early/2016/03/30/046151
BIGMAC : Breaking Inaccurate Genomes and Merging Assembled Contigs for long read metagenomic assembly,http://biorxiv.org/content/early/2016/03/29/045690
"Development of genomic resources for four potential environmental bioindicator species: Isoperla grammatica, Amphinemura sulcicollis, Oniscus asellus and Baetis rhodani.",http://biorxiv.org/content/early/2016/03/29/046227
FREEZE DRIED EXTRACTS OF Bidens biternata (Lour.) Merr. And Sheriff. SHOW SIGNIFICANT ANTIDIARRHEAL ACTIVITY IN -VIVO MODELS OF DIARRHEA,http://biorxiv.org/content/early/2016/03/29/046185
Genome-wide measurement of spatial expression in patterning mutants of Drosophila melanogaster,http://biorxiv.org/content/early/2016/03/29/046128
SAMSA: A comprehensive metatranscriptome analysis pipeline,http://biorxiv.org/content/early/2016/03/29/046201
dupRadar: a Bioconductor package for the assessment of PCR artifacts in RNA-Seq data,http://biorxiv.org/content/early/2016/03/29/046243
InfoDengue: a nowcasting system for the surveillance of dengue fever transmission,http://biorxiv.org/content/early/2016/03/29/046193
The Genetic Cost of Neanderthal Introgression,http://biorxiv.org/content/early/2016/03/29/030387
Mechanical signals inhibit growth of a grafted tumor in vivo: Proof of Concept,http://biorxiv.org/content/early/2016/03/29/045534
Integrating ecological genomics and eco-evo-devo reveals multiple adaptive peaks in ant populations of the Arizona Sky Islands,http://biorxiv.org/content/early/2016/03/29/045419
Exfoliating Bark Does Not Protect Platanus occidentalis L. From Root-Climbing Lianas,http://biorxiv.org/content/early/2016/03/29/046102
PhredEM: A Phred-Score-Informed Genotype-Calling Approach for Next-Generation Sequencing Studies,http://biorxiv.org/content/early/2016/03/29/046136
SCPattern: A statistical approach to identify and classify expression changes in single cell RNA-seq experiments with ordered conditions,http://biorxiv.org/content/early/2016/03/29/046110
NextflowWorkbench: Reproducible and Reusable Workflows for Beginners and Experts,http://biorxiv.org/content/early/2016/03/28/041236
Syndecan functions to regulate Wnt-dependent axon guidance in C. elegans,http://biorxiv.org/content/early/2016/03/28/046094
Language impairments in ASD resulting from a failed domestication of the human brain,http://biorxiv.org/content/early/2016/03/28/046037
Nanocall: An Open Source Basecaller for Oxford Nanopore Sequencing Data,http://biorxiv.org/content/early/2016/03/28/046086
The EARP Complex and its Interactor EIPR-1 are Required for Cargo Sorting to Dense-Core Vesicles,http://biorxiv.org/content/early/2016/03/28/046003
NQO1 C609T (Pro187Ser) increases risk of carcinogenesis of Oral Submucous Fibrosis by interacting with phosphorylated p53 and cyclin D1,http://biorxiv.org/content/early/2016/03/28/046052
EVIDENCE FOR ALTERNATE STABLE STATES IN COLLAPSING ECOLOGICAL NETWORKS,http://biorxiv.org/content/early/2016/03/28/046045
Mixed Effects Models for Resampled Network Statistics Improves Statistical Power to Find Differences in Multi-Subject Functional Connectivity,http://biorxiv.org/content/early/2016/03/28/027516
Divergence Model of Protein Evolution,http://biorxiv.org/content/early/2016/03/28/045930
Analysis of Antibody Hybridization and Autofluorescence in Touch Samples by Flow Cytometry: Implications for Front End Separation of Trace Mixture Evidence,http://biorxiv.org/content/early/2016/03/28/045948
Multi-site internal modification of long DNA substrates for single-molecule studies,http://biorxiv.org/content/early/2016/03/28/045955
Lack of evidence for cross-frequency phase-phase coupling between theta and gamma oscillations in the hippocampus,http://biorxiv.org/content/early/2016/03/28/045963
A meiotic drive element in the maize pathogen Fusarium verticillioides is located within a 102-kb region of chromosome V.,http://biorxiv.org/content/early/2016/03/27/045914
Div-Seq: A single nucleus RNA-Seq method reveals dynamics of rare adult newborn neurons in the CNS,http://biorxiv.org/content/early/2016/03/27/045989
A Novel Initiation Pathway in Escherichia Coli Transcription,http://biorxiv.org/content/early/2016/03/27/042432
Mixing of Porpoise Ecotypes in South Western UK Waters Revealed by Genetic Profiling,http://biorxiv.org/content/early/2016/03/27/045807
The neural correlates of two forms of spiritual love: an EEG study,http://biorxiv.org/content/early/2016/03/27/045898
Fate mapping caudal lateral epiblast reveals continuous contribution to neural and mesodermal lineages and the origin of secondary neural tube,http://biorxiv.org/content/early/2016/03/26/045872
Disentangling the representation of identity from head view along the human face processing pathway.,http://biorxiv.org/content/early/2016/03/26/045823
Vessel recruitment and derecruitment mechanism and paradoxical behaviour of vasoconstriction during ischaemia,http://biorxiv.org/content/early/2016/03/26/045864
A Bayesian network approach for modeling mixed features in TCGA ovarian cancer data,http://biorxiv.org/content/early/2016/03/26/033332
MBPpred: Proteome-wide detection of membrane lipid-binding proteins using profile Hidden Markov Models,http://biorxiv.org/content/early/2016/03/26/034942
Evolution in Eggs and Phases: experimental evolution of fecundity and reproductive timing in Caenorhabditis elegans,http://biorxiv.org/content/early/2016/03/26/042143
Application of database-independent approach to assess the quality of OTU picking methods,http://biorxiv.org/content/early/2016/03/26/042812
Efficient Integrative Multi-SNP Association Analysis using Deterministic Approximation of Posteriors,http://biorxiv.org/content/early/2016/03/26/026450
Neural mechanisms for reward-modulated vector learning and navigation: from social insects to embodied agents,http://biorxiv.org/content/early/2016/03/25/045559.1
Has the time come for preprints in biology?,http://biorxiv.org/content/early/2016/03/25/045799
Homomorphic ZW Chromosomes in a Wild Strawberry Show Distinctive Recombination Heterogeneity but a Small Sex-Determining Region,http://biorxiv.org/content/early/2016/03/25/029611
GenVisR: Genomic Visualizations in R,http://biorxiv.org/content/early/2016/03/25/043604
Transcriptomic comparison of Drosophila snRNP biogenesis mutants: implications for Spinal Muscular Atrophy,http://biorxiv.org/content/early/2016/03/25/044693
Clusterflock: A Flocking Algorithm for Isolating Congruent Phylogenomic Datasets,http://biorxiv.org/content/early/2016/03/25/045773
"Sexual selection on body size, genitals and heterozygosity: effects of demography and habitat complexity",http://biorxiv.org/content/early/2016/03/25/045724
GDP to GTP exchange on the microtubule end can contribute to the frequency of catastrophe,http://biorxiv.org/content/early/2016/03/25/045765
Distinct Responses to Reduplicated Chromosomes Require Distinct Mad2 Responses,http://biorxiv.org/content/early/2016/03/25/045781
Experimental evidence for sexual selection against inbred males when it truly counts,http://biorxiv.org/content/early/2016/03/25/045716
Are sexually selected traits affected by a poor environment early in life?,http://biorxiv.org/content/early/2016/03/25/045740
Genome-wide association study identifies 17 new loci influencing concentrations of circulating cytokines and growth factors,http://biorxiv.org/content/early/2016/03/25/045005
Recognizing the Continuous Nature of Expression Heterogeneity and Clinical Outcomes in Clear Cell Renal Cell Carcinoma,http://biorxiv.org/content/early/2016/03/25/044891
"Absence of Genome Reduction In Diverse, Facultative Endohyphal Bacteria",http://biorxiv.org/content/early/2016/03/25/045708
Recent demography drives changes in linked selection across the maize genome,http://biorxiv.org/content/early/2016/03/24/031666
"Mapping and Inheritance analysis of a novel dominant rice male sterility mutant, OsDMS-1",http://biorxiv.org/content/early/2016/03/24/045625
Transvection and pairing of a Drosophila Hox long noncoding RNA in the regulation of Sex combs reduced,http://biorxiv.org/content/early/2016/03/24/045617
Hormetic Shifting of Redox Environment by Pro-Oxidative Resveratrol Protects Cells Against Stress,http://biorxiv.org/content/early/2016/03/24/045567
Genotype-specific developmental plasticity shapes the timing and robustness of reproductive capacity in Caenorhabditis elegans,http://biorxiv.org/content/early/2016/03/24/045609
"Complete mitochondrial genome of Muricea crassa and

Muricea purpurea (Anthozoa: Octocorallia) from the

eastern tropical Pacific",http://biorxiv.org/content/early/2016/03/24/042945
An algebraic approach to parameter optimization in bimolecular bistable systems,http://biorxiv.org/content/early/2016/03/24/045518
How clonal are bacteria over time?,http://biorxiv.org/content/early/2016/03/24/036780
Tools and techniques for computational reproducibility,http://biorxiv.org/content/early/2016/03/24/022707
Isolation of infective Zika virus from urine and saliva of patients in Brazil,http://biorxiv.org/content/early/2016/03/24/045443
